phone,androidBulletinDate,cadence,endOfLife,spVersion,screenId,comments,cadenceComments,dateOfFirstLiveRelease
Nokia G21,2023-01-01,Monthly,Mar-25,Jan-23,00WW_2_450_SP03,SP Only (Android 12),,"February 22, 2023"
Nokia G11,2023-01-01,Monthly,May-25,Jan-23,00WW_2_450_SP03,SP Only (Android 12),,"February 22, 2023"
Nokia G11,2023-01-01,Monthly,May-25,Jan-23,00WW_1_380_SP04,SP Only (Android 11),,"February 22, 2023"
Nokia X10,2023-02-01,Monthly,Sep-24,Feb-23,00WW_3_270_SP03,SP Only (Android 13),,"February 20, 2023"
Nokia C21,2023-02-01,Quarterly,Jun-24,Feb-23,00WW_1_200_SP02,SP Only (Android 11 GO),,"February 20, 2023"
Nokia X20,2023-02-01,Monthly,Jul-24,Feb-23,00WW_3_360_SP03,SP Only (Android 13),,"February 20, 2023"
Nokia XR20,2023-02-01,Monthly,Nov-25,Feb-23,00WW_3_280_SP02,SP Only (Android 13),,"February 20, 2023"
Nokia C20 Plus,2023-02-01,Quarterly,Sep-23,Feb-23,00WW_1_140_SP04,SP Only (Android 11 GO),,"February 20, 2023"
Nokia G50,2023-02-01,Monthly,Dec-24,Feb-23,00WW_3_200_SP02,SP Only (Android 13),,"February 20, 2023"
Nokia C10,2023-02-01,Quarterly,Aug-23,Feb-23,00WW_1_860_SP03,SP Only (Android 11 GO),,"February 17, 2023"
Nokia G22,2023-01-01,Monthly,Apr-26,Jan-23,00WW_1_070,Ramp Up Production (Android 12),,"February 17, 2023"
Nokia C30,2023-02-01,Bi-Monthly,Dec-23,Feb-23,00WW_1_890_SP01,SP Only (Android 11 GO),,"February 16, 2023"
Nokia X30 5G,2023-02-01,Monthly,Jan-26,Feb-23,00WW_1_310_SP01,SP Only (Android 12),,"February 16, 2023"
Nokia C20,2023-01-01,Quarterly,Jun-23,Jan-23,00WW_1_840_SP04,SP Only (Android 11 GO),,"February 15, 2023"
Nokia C20,2023-01-01,Quarterly,Jun-23,Jan-23,00WW_1_800_SP03,SP Only (Android 11 GO),,"February 15, 2023"
Nokia C1 2nd Edition,2023-01-01,Quarterly,Sep-23,Jan-23,00WW_1_220_SP02,SP Only (Android 11 GO),,"February 14, 2023"
Nokia 2.4,2023-01-01,Monthly,Oct-23,Jan-23,00WW_3_410_SP03,SP Only (Android 12),,"February 14, 2023"
Nokia G60 5G,2023-02-01,Monthly,Dec-25,Feb-23,00WW_1_280_SP01,SP Only (Android 12),,"February 13, 2023"
Nokia G20,2023-01-01,Monthly,Jul-24,Jan-23,00WW_2_360_SP07,SP Only (Android 12),,"February 13, 2023"
Nokia G10,2023-01-01,Monthly,Jul-24,Jan-23,00WW_2_400_SP07,SP Only (Android 12),,"February 13, 2023"
Nokia G11 Plus,2023-01-01,Monthly,Oct-25,Jan-23,00WW_1_250_SP05,SP Only (Android 12),,"February 13, 2023"
Nokia 5.4,2023-01-01,Monthly,Jan-24,Jan-23,00WW_3_380_SP01,SP Only (Android 12),,"February 13, 2023"
Nokia 3.4,2023-01-01,Monthly,Nov-23,Jan-23,00WW_3_400_SP01,SP Only (Android 12),,"February 13, 2023"
Nokia C20,2023-01-01,Quarterly,Jun-23,Jan-23,00WW_1_610_SP05,SP Only (Android 11 GO),,"February 10, 2023"
Nokia C02,2022-12-01,Quarterly,May-25,Dec-22,00WW_1_020,Ramp Up Production (Android 12 GO),,"February 08, 2023"
Nokia C12,2022-12-01,Quarterly,Apr-25,Dec-22,00WW_1_100,MR Update and SP (Android 12 GO),,"February 03, 2023"
Nokia G60 5G,2023-01-01,Monthly,Dec-25,Jan-23,00WW_1_280,MR Update and SP (Android 12),,"February 01, 2023"
Nokia X30 5G,2023-01-01,Monthly,Jan-26,Jan-23,00WW_1_310 ,MR Update and SP (Android 12),,"February 01, 2023"
Nokia T20,2023-01-01,Monthly,Nov-24,Jan-23,00WW_2_310_SP01,SP Only (Android 12),,"January 31, 2023"
Nokia 3.4,2022-12-01,Monthly,Nov-23,Dec-22,00WW_3_400,MR Update and SP (Android 12),,"January 20, 2023"
Nokia 5.4,2022-12-01,Monthly,Jan-24,Dec-22,00WW_3_380,MR Update and SP (Android 12),,"January 20, 2023"
Nokia C1 Plus,2023-01-01,Final guaranteed Security Patch Update,Jan-23,Jan-23,00WW_1_080_SP01,SP Only (Android 10 GO),,"January 19, 2023"
Nokia C21 Plus,2022-12-01,Quarterly,Jun-24,Dec-22,00WW_1_250,MR Update and SP (Android 11 GO),,"January 18, 2023"
Nokia C2 2nd Edition,2022-12-01,Quarterly,Jul-24,Dec-22,00WW_1_210_SP02,SP Only (Android 11 GO),,"January 17, 2023"
Nokia X10,2023-01-01,Monthly,Sep-24,Jan-23,00WW_3_270_SP02,SP Only (Android 13),,"January 17, 2023"
Nokia XR20,2022-12-01,Monthly,Nov-25,Dec-22,00WW_3_280,MR Update and SP (Android 13),,"January 16, 2023"
Nokia C01 Plus,2022-11-01,Quarterly,Aug-23,Nov-22,00WW_1_370,MR Update and SP (Android 11 GO),,"January 16, 2023"
Nokia X20,2023-01-01,Monthly,Jul-24,Jan-23,00WW_3_360_SP02,SP Only (Android 13),,"January 16, 2023"
Nokia G21,2022-12-01,Monthly,Mar-25,Dec-22,00WW_2_420_SP03,SP Only (Android 12),,"January 13, 2023"
Nokia G21,2022-12-01,Monthly,Mar-25,Dec-22,00WW_1_570_SP04,SP Only (Android 11),,"January 13, 2023"
Nokia T21,2022-12-01,Monthly,Mar-26,Dec-22,00WW_1_190,MR Update and SP (Android 12),,"January 10, 2023"
Nokia 8.3 5G,2022-12-01,Monthly,Nov-23,Dec-22,00WW_3_490_SP01,SP Only (Android 12),,"January 09, 2023"
Nokia G21,2022-12-01,Monthly,Mar-25,Dec-22,00WW_2_450_SP02,SP Only (Android 12),,"January 05, 2023"
Nokia G11,2022-12-01,Monthly,May-25,Dec-22,00WW_2_450_SP02,SP Only (Android 12),,"January 04, 2023"
Nokia G11,2022-12-01,Monthly,May-25,Dec-22,00WW_1_380_SP03,SP Only (Android 11),,"January 04, 2023"
Nokia T20,2022-12-01,Monthly,Nov-24,Dec-22,00WW_2_310,MR Update and SP (Android 12),,"December 28, 2022"
Nokia X30 5G,2022-12-01,Monthly,Jan-26,Dec-22,00WW_1_210_SP03,SP Only (Android 12),,"December 27, 2022"
Nokia G20,2022-12-01,Monthly,Jul-24,Dec-22,00WW_2_360_SP05,SP Only (Android 12),,"December 27, 2022"
Nokia G11 Plus,2022-12-01,Monthly,Oct-25,Dec-22,00WW_1_250_SP04,SP Only (Android 12),,"December 26, 2022"
Nokia G60 5G,2022-12-01,Monthly,Dec-25,Dec-22,00WW_1_190_SP02,SP Only (Android 12),,"December 26, 2022"
Nokia G10,2022-12-01,Monthly,Jul-24,Dec-22,00WW_2_400_SP05,SP Only (Android 12),,"December 26, 2022"
Nokia 2.4,2022-12-01,Monthly,Oct-23,Dec-22,00WW_3_410_SP01,SP Only (Android 12),,"December 26, 2022"
Nokia C10,2022-11-01,Quarterly,Aug-23,Nov-22,00WW_1_860_SP02,SP Only (Android 11 GO),,"December 23, 2022"
Nokia 1.4,2022-11-01,Monthly,Apr-24,Nov-22,00WW_2_200,MR Update and SP (Android 11 GO),,"December 23, 2022"
Nokia C12,2022-11-01,Quarterly,Apr-25,Nov-22,00WW_1_070,Ramp Up Production (Android 12 GO),,"December 22, 2022"
Nokia T20,2022-12-01,Monthly,Nov-24,Dec-22,00WW_1_310,MR Update and SP (Android 11),,"December 22, 2022"
Nokia C30,2022-11-01,Bi-Monthly,Dec-23,Nov-22,00WW_1_890,MR Update and SP (Android 11 GO),,"December 22, 2022"
Nokia X10,2022-12-01,Monthly,Sep-24,Dec-22,00WW_3_270_SP01,SP Only (Android 13),,"December 21, 2022"
Nokia X20,2022-12-01,Monthly,Jul-24,Dec-22,00WW_3_360_SP01,SP Only (Android 13),,"December 20, 2022"
Nokia T10,2022-12-01,Monthly,Dec-25,Dec-22,00WW_1_210_SP03,SP Only (Android 12),,"December 20, 2022"
Nokia 1.3,2022-12-01,Quarterly,Jun-23,Dec-22,00WW_2_370_SP07,SP Only (Android 11 GO),Monthly to Quarterly SPs after Jun-22,"December 19, 2022"
Nokia XR20,2022-11-01,Monthly,Nov-25,Nov-22,00WW_3_220,MR Upgrade and SP (Android 13),,"December 19, 2022"
Nokia G50,2022-11-01,Monthly,Dec-24,Nov-22,00WW_3_200,MR Upgrade and SP (Android 13),,"December 19, 2022"
Nokia 5.3,2022-11-01,Monthly,Jun-23,Nov-22,00WW_2_290_SP03,SP Only (Android 11),,"December 15, 2022"
Nokia 2.3,2022-12-01,Final guaranteed Security Patch Update,Dec-22,Dec-22,00WW_3_310_SP09,SP Only (Android 11),,"December 15, 2022"
Nokia 8.3 5G,2022-11-01,Monthly,Nov-23,Nov-22,00WW_3_490,MR Update and SP (Android 12),,"December 12, 2022"
Nokia T20,2022-11-01,Monthly,Nov-24,Nov-22,00WW_1_280_SP02,SP Only (Android 11),,"December 08, 2022"
Nokia T20,2022-11-01,Monthly,Nov-24,Nov-22,00WW_2_260_SP01,SP Only (Android 12),,"December 08, 2022"
Nokia G11,2022-11-01,Monthly,May-25,Nov-22,00WW_1_380_SP02,SP Only (Android 11),,"December 07, 2022"
Nokia G11,2022-11-01,Monthly,May-25,Nov-22,00WW_2_450_SP01,SP Only (Android 12),,"December 07, 2022"
Nokia G21,2022-11-01,Monthly,Mar-25,Nov-22,00WW_1_570_SP03,SP Only (Android 11),,"December 07, 2022"
Nokia G21,2022-11-01,Monthly,Mar-25,Nov-22,00WW_2_420_SP02,SP Only (Android 12),,"December 07, 2022"
Nokia G21,2022-11-01,Monthly,Mar-25,Nov-22,00WW_2_450_SP01,SP Only (Android 12),,"December 07, 2022"
Nokia X10,2022-11-01,Monthly,Sep-24,Nov-22,00WW_3_270,MR Upgrade and SP (Android 13),,"December 06, 2022"
Nokia X20,2022-11-01,Monthly,Jul-24,Nov-22,00WW_3_360,MR Upgrade and SP (Android 13),,"December 06, 2022"
Nokia C21 Plus,2022-11-01,Quarterly,Jun-24,Nov-22,00WW_1_200_SP01,SP Only (Android 11 GO),,"December 06, 2022"
Nokia C30 (India),2022-11-01,Quarterly,Dec-23,Nov-22,00WW_1_860_SP01,SP Only (Android 11 GO),,"December 05, 2022"
Nokia C31,2022-10-01,Quarterly,Dec-24,Oct-22,00WW_1_140,MR Update and SP (Android 12),,"December 05, 2022"
Nokia 2.4,2022-11-01,Monthly,Oct-23,Nov-22,00WW_3_410,MR Update and SP (Android 12),,"December 05, 2022"
Nokia T21,2022-11-01,Monthly,Mar-26,Nov-22,00WW_1_170,MR Update and SP (Android 12),,"December 02, 2022"
Nokia C20,2022-11-01,Quarterly,Jun-23,Nov-22,00WW_1_840_SP02,SP Only (Android 11 GO),,"November 29, 2022"
Nokia C21,2022-11-01,Quarterly,Jun-24,Nov-22,00WW_1_200_SP01,SP Only (Android 11 GO),,"November 29, 2022"
Nokia T10,2022-11-01,Monthly,Dec-25,Nov-22,00WW_1_210_SP02,SP Only (Android 12),,"November 28, 2022"
Nokia T21,2022-11-01,Monthly,Mar-26,Nov-22,00WW_1_150,MR Update and SP (Android 12),,"November 26, 2022"
Nokia G10,2022-11-01,Monthly,Jul-24,Nov-22,00WW_2_400_SP04,SP Only (Android 12),,"November 25, 2022"
Nokia G20,2022-11-01,Monthly,Jul-24,Nov-22,00WW_2_360_SP04,SP Only (Android 12),,"November 25, 2022"
Nokia C30,2022-10-01,Bi-Monthly,Dec-23,Oct-22,00WW_1_870,MR Update and SP (Android 11 GO),,"November 25, 2022"
Nokia G50,2022-11-01,Monthly,Dec-24,Nov-22,00WW_2_420_SP01,SP Only (Android 12),,"November 22, 2022"
Nokia XR20,2022-11-01,Monthly,Nov-25,Nov-22,00WW_2_450_SP01,SP Only (Android 12),,"November 22, 2022"
Nokia 2.3,2022-11-01,Monthly,Dec-22,Nov-22,00WW_3_310_SP08,SP Only (Android 11),,"November 22, 2022"
Nokia G11 Plus,2022-11-01,Monthly,Oct-25,Nov-22,00WW_1_250_SP03,SP Only (Android 12),,"November 22, 2022"
Nokia C20 Plus,2022-11-01,Quarterly,Sep-23,Nov-22,00WW_1_140_SP03,SP Only (Android 11 GO),,"November 17, 2022"
Nokia X30 5G,2022-11-01,Monthly,Jan-26,Nov-22,00WW_1_210_SP02,SP Only (Android 12),,"November 14, 2022"
Nokia G60 5G,2022-11-01,Monthly,Dec-25,Nov-22,00WW_1_190_SP01,SP Only (Android 12),,"November 14, 2022"
Nokia 5.3,2022-11-01,Monthly,Jun-23,Nov-22,00WW_3_400_SP01,SP Only (Android 12),,"November 14, 2022"
Nokia G11,2022-10-01,Monthly,May-25,Oct-22,00WW_2_450,MR Upgrade and SP (Android 12),,"November 13, 2022"
Nokia G21,2022-10-01,Monthly,Mar-25,Oct-22,00WW_2_450,MR Update and SP (Android 12),,"November 11, 2022"
Nokia T20,2022-10-01,Monthly,Nov-24,Oct-22,00WW_2_260,MR Update and SP (Android 12),,"November 08, 2022"
Nokia G60 5G,2022-10-01,Monthly,Dec-25,Oct-22,00WW_1_190,MR Update and SP (Android 12),,"November 07, 2022"
Nokia T21,2022-10-01,Monthly,Mar-26,Oct-22,00WW_1_080,Ramp Up Production (Android 12),,"November 04, 2022"
Nokia C31,2022-10-01,Quarterly,Dec-24,Oct-22,00WW_1_110,Ramp Up Production (Android 12),,"October 31, 2022"
Nokia C20,2022-10-01,Quarterly,Jun-23,Oct-22,00WW_1_840_SP01,SP Only (Android 11 GO),,"October 31, 2022"
Nokia G11,2022-10-01,Monthly,May-25,Oct-22,00WW_1_380_SP01,SP Only (Android 11),,"October 31, 2022"
Nokia T10,2022-10-01,Monthly,Dec-25,Oct-22,00WW_1_210_SP01,SP Only (Android 12),,"October 31, 2022"
Nokia 2.4,2022-10-01,Monthly,Oct-23,Oct-22,00WW_3_390,MR Update and SP (Android 12),,"October 31, 2022"
Nokia G21,2022-10-01,Monthly,Mar-25,Oct-22,00WW_2_420_SP01,SP Only (Android 12),,"October 31, 2022"
Nokia G21,2022-10-01,Monthly,Mar-25,Oct-22,00WW_1_570_SP02,SP Only (Android 11),,"October 31, 2022"
Nokia X20,2022-10-01,Monthly,Jul-24,Oct-22,00WW_2_610_SP01,SP Only (Android 12),,"October 31, 2022"
Nokia 5.3,2022-10-01,Monthly,Jun-23,Oct-22,00WW_3_400,MR Upgrade and SP (Android 12),,"October 31, 2022"
Nokia G11 Plus,2022-10-01,Monthly,Oct-25,Oct-22,00WW_1_250_SP02,SP Only (Android 12),,"October 27, 2022"
Nokia 6.2,2022-10-01,Final guaranteed Security Patch Update,Oct-22,Oct-22,00WW_3_710_SP04,SP Only (Android 11),,"October 27, 2022"
Nokia 7.2,2022-10-01,Final guaranteed Security Patch Update,Sep-22,Oct-22,00WW_3_690_SP07,SP Only (Android 11),,"October 27, 2022"
Nokia G50,2022-10-01,Monthly,Dec-24,Oct-22,00WW_2_420,MR Update and SP (Android 12),,"October 27, 2022"
Nokia C1 Plus,2022-10-01,Quarterly,Jan-23,Oct-22,00WW_1_080,MR Update and SP (Android 10 GO),,"October 26, 2022"
Nokia 5.4,2022-10-01,Monthly,Jan-24,Oct-22,00WW_3_310_SP02,SP Only (Android 12),,"October 26, 2022"
Nokia 3.4,2022-10-01,Monthly,Nov-23,Oct-22,00WW_3_330_SP02,SP Only (Android 12),,"October 26, 2022"
Nokia 2.3,2022-10-01,Monthly,Dec-22,Oct-22,00WW_3_310_SP07,SP Only (Android 11),,"October 25, 2022"
Nokia T20,2022-10-01,Monthly,Nov-24,Oct-22,00WW_2_250,MR Upgrade and SP (Android 12),,"October 25, 2022"
Nokia 8.3 5G,2022-10-01,Monthly,Nov-23,Oct-22,00WW_3_380_SP06,SP Only (Android 12),,"October 25, 2022"
Nokia C1 2nd Edition,2022-10-01,Quarterly,Sep-23,Oct-22,00WW_1_220_SP01,SP Only (Android 11 GO),,"October 24, 2022"
Nokia XR20,2022-10-01,Monthly,Nov-25,Oct-22,00WW_2_450,MR Update and SP (Android 12),,"October 24, 2022"
Nokia X10,2022-10-01,Monthly,Sep-24,Oct-22,00WW_2_420_SP01,SP Only (Android 12),,"October 24, 2022"
Nokia C21 Plus,2022-08-01,Quarterly,Jun-24,Aug-22,00WW_1_210,MR Update and SP (Android 11 GO),,"October 21, 2022"
Nokia C01 Plus,2022-10-01,Quarterly,Aug-23,Oct-22,00WW_1_230_SP03,SP Only (Android 11 GO),,"October 21, 2022"
Nokia C3,2022-10-01,Quarterly,Nov-22,Oct-22,00WW_1_230_SP03,SP Only (Android 10),,"October 20, 2022"
Nokia G10,2022-10-01,Monthly,Jul-24,Oct-22,00WW_2_400_SP03,SP Only (Android 12),,"October 20, 2022"
Nokia G20,2022-10-01,Monthly,Jul-24,Oct-22,00WW_2_360_SP03,SP Only (Android 12),,"October 20, 2022"
Nokia C21 Plus,2022-09-01,Quarterly,Jun-24,Sep-22,00WW_1_140_SP01,SP Only (Android 11 GO),,"October 18, 2022"
Nokia X30 5G,2022-10-01,Monthly,Jan-26,Oct-22,00WW_1_210_SP01,SP Only (Android 12),,"October 17, 2022"
Nokia G60 5G,2022-10-01,Monthly,Dec-25,Oct-22,00WW_1_100_SP02,SP Only (Android 12),,"October 17, 2022"
Nokia G60 5G,2022-09-01,Monthly,Dec-25,Sep-22,00WW_1_130,Ramp Up Production (Android 12),,"October 17, 2022"
Nokia T20,2022-09-01,Monthly,Nov-24,Sep-22,00WW_1_280_SP01,SP Only (Android 11),,"October 12, 2022"
Nokia G21,2022-09-01,Monthly,Mar-25,Sep-22,00WW_2_420,MR Upgrade and SP (Android 12),,"October 12, 2022"
Nokia C2 2nd Edition,2022-09-01,Quarterly,Jul-24,Sep-22,00WW_1_210_SP01,SP Only (Android 11 GO),,"October 07, 2022"
Nokia 1.3,2022-09-01,Quarterly,Jun-23,Sep-22,00WW_2_37F_SP06,SP Only (Android 11 GO),Monthly to Quarterly SPs after Jun-22,"October 05, 2022"
Nokia G10,2022-09-01,Monthly,Jul-24,Sep-22,00WW_2_400_SP02,SP Only (Android 12),,"October 04, 2022"
Nokia X10,2022-09-01,Monthly,Sep-24,Sep-22,00WW_2_420,MR Update and SP (Android 12),,"October 03, 2022"
Nokia X20,2022-09-01,Monthly,Jul-24,Sep-22,00WW_2_610,MR Update and SP (Android 12),,"October 03, 2022"
Nokia G11 Plus,2022-09-01,Monthly,Oct-25,Sep-22,00WW_1_290_SP01,SP Only (Android 12),,"October 03, 2022"
Nokia G11 Plus,2022-09-01,Monthly,Oct-25,Sep-22,00WW_1_250_SP01,SP Only (Android 12),,"October 03, 2022"
Nokia G50,2022-09-01,Monthly,Dec-24,Sep-22,00WW_2_380_SP02,SP Only (Android 12),,"October 03, 2022"
Nokia T10,2022-09-01,Monthly,Dec-25,Sep-22,00WW_1_210,MR Update and SP (Android 12),,"September 30, 2022"
Nokia G21,2022-09-01,Monthly,Mar-25,Sep-22,00WW_1_570_SP01,SP Only (Android 11),,"September 30, 2022"
Nokia G11,2022-09-01,Monthly,May-25,Sep-22,00WW_1_380 ,MR Update and SP (Android 11),,"September 30, 2022"
Nokia 2.4,2022-09-01,Monthly,Oct-23,Sep-22,00WW_3_210_SP04,SP Only (Android 12),,"September 29, 2022"
Nokia 1.4,2022-09-01,Monthly,Apr-24,Sep-22,00WW_2_160_SP07,SP Only (Android 11 GO),,"September 29, 2022"
Nokia 8.3 5G,2022-09-01,Monthly,Nov-23,Sep-22,00WW_3_380_SP05,SP Only (Android 12),,"September 29, 2022"
Nokia XR20,2022-09-01,Monthly,Nov-25,Sep-22,00WW_2_420_SP02,SP Only (Android 12),,"September 29, 2022"
Nokia 2.4,2022-09-01,Monthly,Oct-23,Sep-22,00WW_3_260_SP03,SP Only (Android 12),,"September 28, 2022"
Nokia 2.3,2022-09-01,Monthly,Dec-22,Sep-22,00WW_3_310_SP06,SP Only (Android 11),,"September 27, 2022"
Nokia 3.4,2022-09-01,Monthly,Nov-23,Sep-22,00WW_3_330_SP01,SP Only (Android 12),,"September 27, 2022"
Nokia 5.4,2022-09-01,Monthly,Jan-24,Sep-22,00WW_3_310_SP01,SP Only (Android 12),,"September 26, 2022"
Nokia G20,2022-09-01,Monthly,Jul-24,Sep-22,00WW_2_360_SP02,SP Only (Android 12),,"September 26, 2022"
Nokia G60 5G,2022-09-01,Monthly,Dec-25,Sep-22,00WW_1_100_SP01,SP Only (Android 12),,"September 26, 2022"
Nokia X30 5G,2022-09-01,Monthly,Jan-26,Sep-22,00WW_1_210,MR Update and SP (Android 12),,"September 22, 2022"
Nokia C31,2022-08-01,Quarterly,Dec-24,Aug-22,00WW_1_040,Ramp Up Production (Android 12),,"September 21, 2022"
Nokia C20,2022-09-01,Quarterly,Jun-23,Sep-22,00WW_1_610_SP03,SP Only (Android 11 GO),,"September 20, 2022"
Nokia 5.4,2022-07-01,Monthly,Jan-24,Jul-22,00WW_3_310,MR Update and SP (Android 12),,"September 20, 2022"
Nokia G11 Plus,2022-07-01,Monthly,Oct-25,Jul-22,00WW_1_290,Ramp Up Production (Android 12),,"September 19, 2022"
Nokia 5.3,2022-09-01,Monthly,Jun-23,Sep-22,00WW_2_290_SP02,SP Only (Android 11),,"September 19, 2022"
Nokia C10,2022-09-01,Quarterly,Aug-23,Sep-22,00WW_1_860_SP01,SP Only (Android 11 GO),,"September 19, 2022"
Nokia 2.3,2022-08-01,Monthly,Dec-22,Aug-22,00WW_3_310_SP05,SP Only (Android 11),,"September 19, 2022"
Nokia C30 (India),2022-08-01,Quarterly,Dec-23,Aug-22,00WW_1_860,MR Update and SP (Android 11 GO),,"September 15, 2022"
Nokia 8.3 5G,2022-08-01,Monthly,Nov-23,Aug-22,00WW_3_380_SP04,SP Only (Android 12),,"September 13, 2022"
Nokia C21,2022-08-01,Quarterly,Jun-24,Aug-22,00WW_1_200,MR Update and SP (Android 11 GO),,"September 12, 2022"
Nokia 3.4,2022-07-01,Monthly,Nov-23,Jul-22,00WW_3_330,MR Update and SP (Android 12),,"September 12, 2022"
Nokia 2.4,2022-08-01,Monthly,Oct-23,Aug-22,00WW_2_280_SP05,SP Only (Android 11),,"September 12, 2022"
Nokia T10,2022-07-01,Monthly,Dec-25,Jul-22,00WW_1_140,MR Update and SP (Android 12),,"September 09, 2022"
Nokia C21 Plus,2022-08-01,Quarterly,Jun-24,Aug-22,00WW_1_200,MR Update and SP (Android 11 GO),,"September 07, 2022"
Nokia G11 Plus,2022-08-01,Monthly,Oct-25,Aug-22,00WW_1_250,MR Update and SP (Android 12),,"September 06, 2022"
Nokia G10,2022-08-01,Monthly,Jul-24,Aug-22,00WW_2_400_SP01,SP Only (Android 12),,"September 06, 2022"
Nokia 2.4,2022-08-01,Monthly,Oct-23,Aug-22,00WW_3_260_SP02,SP Only (Android 12),,"September 06, 2022"
Nokia 2.4,2022-08-01,Monthly,Oct-23,Aug-22,00WW_3_210_SP03,SP Only (Android 12),,"September 06, 2022"
Nokia G20,2022-08-01,Monthly,Jul-24,Aug-22,00WW_2_360_SP01,SP Only (Android 12),,"September 05, 2022"
Nokia G60 5G,2022-08-01,Monthly,Dec-25,Aug-22,00WW_1_100,MR Update and SP (Android 12),,"September 05, 2022"
Nokia XR20,2022-08-01,Monthly,Nov-25,Aug-22,00WW_2_420_SP01,SP Only (Android 12),,"August 30, 2022"
Nokia X10,2022-08-01,Monthly,Sep-24,Aug-22,00WW_2_410_SP01,SP Only (Android 12),,"August 30, 2022"
Nokia X20,2022-08-01,Monthly,Jul-24,Aug-22,00WW_2_580_SP01,SP Only (Android 12),,"August 30, 2022"
Nokia G50,2022-08-01,Monthly,Dec-24,Aug-22,00WW_2_380_SP01,SP Only (Android 12),,"August 30, 2022"
Nokia C21,2022-07-01,Quarterly,Jun-24,Jul-22,00WW_1_190,Ramp Up Production (Android 11 GO),,"August 29, 2022"
Nokia 7.2,2022-08-01,Monthly,Sep-22,Aug-22,00WW_3_690_SP05,SP Only (Android 11),,"August 29, 2022"
Nokia 6.2,2022-08-01,Monthly,Oct-22,Aug-22,00WW_3_710_SP03,SP Only (Android 11),,"August 29, 2022"
Nokia G21,2022-07-01,Monthly,Mar-25,Jul-22,00WW_1_570,MR Update and SP (Android 11),,"August 29, 2022"
Nokia 5.4,2022-06-01,Monthly,Jan-24,Jun-22,00WW_2_190_SP05,SP Only (Android 11),,"August 27, 2022"
Nokia X30 5G,2022-07-01,Monthly,Jan-26,Jul-22,00WW_1_120,Ramp Up Production (Android 12),,"August 26, 2022"
Nokia 1.4,2022-08-01,Monthly,Apr-24,Aug-22,00WW_2_160_SP06,SP Only (Android 11 GO),,"August 25, 2022"
Nokia 3.4,2022-06-01,Monthly,Nov-23,Jun-22,00WW_2_410_SP07,SP Only (Android 11),,"August 25, 2022"
Nokia G11 Plus,2022-07-01,Monthly,Oct-25,Jul-22,00WW_1_200,Ramp Up Production (Android 12),,"August 23, 2022"
Nokia G21,2022-07-01,Monthly,Mar-25,Jul-22,00WW_1_550,Ramp Up Production (Android 11),,"August 22, 2022"
Nokia 5.3,2022-07-01,Monthly,Jun-23,Jul-22,00WW_2_290_SP01,SP Only (Android 11),,"August 22, 2022"
Nokia C1 2nd Edition,2022-07-01,Quarterly,Sep-23,Jul-22,00WW_1_220 ,MR Update and SP (Android 11 GO),,"August 22, 2022"
Nokia G10,2022-07-01,Monthly,Jul-24,Jul-22,00WW_2_400,MR Update and SP (Android 12),,"August 22, 2022"
Nokia C30,2022-08-01,Bi-Monthly,Dec-23,Aug-22,00WW_1_830,MR Update and SP (Android 11 GO),,"August 22, 2022"
Nokia T10,2022-07-01,Monthly,Dec-25,Jul-22,00WW_1_100,Ramp Up Production (Android 12),,"August 17, 2022"
Nokia 8.3 5G,2022-07-01,Monthly,Nov-23,Jul-22,00WW_3_380_SP03,SP Only (Android 12),,"August 17, 2022"
Nokia 2.4,2022-07-01,Monthly,Oct-23,Jul-22,00WW_2_280_SP04,SP Only (Android 11),,"August 16, 2022"
Nokia C20,2022-08-01,Quarterly,Jun-23,Aug-22,00WW_1_800_SP01,SP Only (Android 11 GO),,"August 15, 2022"
Nokia C10,2022-08-01,Quarterly,Aug-23,Aug-22,00WW_1_820_SP01,SP Only (Android 11 GO),,"August 15, 2022"
Nokia T20,2022-08-01,Monthly,Nov-24,Aug-22,00WW_1_280,MR Update and SP (Android 11),,"August 15, 2022"
Nokia 5.3,2022-05-01,Monthly,Jun-23,May-22,00WW_2_290,MR Update and SP (Android 11),,"August 15, 2022"
Nokia C20 Plus,2022-08-01,Quarterly,Sep-23,Aug-22,00WW_1_140_SP02,SP Only (Android 11 GO),,"August 12, 2022"
Nokia G50,2022-07-01,Monthly,Dec-24,Jul-22,00WW_2_380,MR Update and SP (Android 12),,"August 11, 2022"
Nokia XR20,2022-07-01,Monthly,Nov-25,Jul-22,00WW_2_420,MR Update and SP (Android 12),,"August 11, 2022"
Nokia 2.4,2022-07-01,Monthly,Oct-23,Jul-22,00WW_3_260_SP01,SP Only (Android 12),,"August 10, 2022"
Nokia X10,2022-07-01,Monthly,Sep-24,Jul-22,00WW_2_410,MR Update and SP (Android 12),,"August 09, 2022"
Nokia X20,2022-07-01,Monthly,Jul-24,Jul-22,00WW_2_580,MR Update and SP (Android 12),,"August 09, 2022"
Nokia 2.4,2022-07-01,Monthly,Oct-23,Jul-22,00WW_3_210_SP02,SP Only (Android 12),,"August 09, 2022"
Nokia 3.4,2022-06-01,Monthly,Nov-23,Jun-22,00WW_3_280,MR Upgrade and SP (Android 12),,"August 08, 2022"
Nokia G21,2022-07-01,Monthly,Mar-25,Jul-22,00WW_1_520,MR Update and SP (Android 11),,"August 08, 2022"
