model,csc,ap,csc_ver,cp,kind
SM-A032F,THL,A032FXXU2BWC3,A032FOLM2BWC3,A032FXXU2BWC3,upgrade
SM-A032F,THL,A032FXXU2AVH2,A032FOLM2AVH2,A032FXXU2AVG1,upgrade
SM-A032F,THL,A032FXXS8CYF3,A032FOLM8CYF3,A032FXXS8CYF3,upgrade
SM-A032F,THL,A032FXXS4BWH5,A032FOLM4BWH5,A032FXXS4BWH5,upgrade
SM-A032F,SEK,A032FXXS9CZA1,A032FOXM9CZA1,A032FXXS9CZA1,latest
SM-A032F,SEK,A032FXXU1AVA1,A032FOXM1AVA1,A032FXXU1AUL4,upgrade
SM-A032F,SEK,A032FXXU4CWI8,A032FOXM4CWI8,A032FXXU4CWI8,upgrade
SM-A032F,SEK,A032FXXU1AUKB,A032FOXM1AUKB,A032FXXU1AUKB,upgrade
SM-A032F,SEK,A032FXXU1AUL5,A032FOXM1AUL5,A032FXXU1AUL4,upgrade
SM-A032F,SEK,A032FXXU1AVC2,A032FOXM1AVC2,A032FXXU1AVC2,upgrade
SM-A032F,SEK,A032FXXS6CXE1,A032FOXM6CXE1,A032FXXS6CXE1,upgrade
SM-A032F,SEK,A032FXXU2AVH2,A032FOXM2AVH2,A032FXXU2AVG1,upgrade
SM-A032F,SEK,A032FXXU1AVE2,A032FOXM1AVE2,A032FXXU1AVC2,upgrade
SM-A032F,SEK,A032FXXU2AVH4,A032FOXM2AVH4,A032FXXU2AVG1,upgrade
SM-A032F,SEK,A032FXXU2BWC3,A032FOXM2BWC3,A032FXXU2BWC3,upgrade
SM-A032F,SEK,A032FXXU1AVB3,A032FOXM1AVB3,A032FXXU1AVB1,upgrade
SM-A032F,SEK,A032FXXS2AVJ2,A032FOXM2AVJ2,A032FXXS2AVJ2,upgrade
SM-A032F,SEK,A032FXXS5CXA1,A032FOXM5CXA1,A032FXXS5CXA1,upgrade
SM-A032F,SEK,A032FXXS4BWH5,A032FOXM4BWH5,A032FXXS4BWH5,upgrade
SM-A032F,SEK,A032FXXU3BWF2,A032FOXM3BWF2,A032FXXU3BWF2,upgrade
SM-A032F,SEK,A032FXXS8CYF3,A032FOXM8CYF3,A032FXXS8CYF3,upgrade
SM-A032F,SEK,A032FXXS7CYA3,A032FOXM7CYA3,A032FXXS7CYA3,upgrade
SM-A035F,INS,A035FXXS9CYG1,A035FODM9CYG1,A035FXXS9CYG1,latest
SM-A035F,INS,A035FXXU1AVA2,A035FODM1AUL5,A035FXXU1AUL6,upgrade
SM-A035F,INS,A035FXXU4CWF3,A035FODM4CWF1,A035FXXU4CWF3,upgrade
SM-A035F,INS,A035FXXS8CYA3,A035FODM8CYA1,A035FXXS8CYA3,upgrade
SM-A035F,INS,A035FXXU1AVG8,A035FODM1AVD3,A035FXXU1AVG8,upgrade
SM-A035F,INS,A035FXXU2CWA5,A035FODM2CWA6,A035FXXU2CWA6,upgrade
SM-A035F,INS,A035FXXU1AVB1,A035FODM1AVB1,A035FXXU1AVB1,upgrade
SM-A035F,INS,A035FXXU3CWD2,A035FODM3CWD2,A035FXXU3CWD2,upgrade
SM-A035F,INS,A035FXXS3CWB4,A035FODM3CWB4,A035FXXS3CWB4,upgrade
SM-A035F,INS,A035FXXU2CVL4,A035FODM2CVL4,A035FXXU2CVL5,upgrade
SM-A035F,INS,A035FXXU2CWA8,A035FODM2CWA8,A035FXXU2CWA6,upgrade
SM-A035F,INS,A035FXXS5CWK1,A035FODM5CWK1,A035FXXS5CWK1,upgrade
SM-A035F,INS,A035FXXU2BVI8,A035FODM2BVI8,A035FXXU2BVI8,upgrade
SM-A035F,INS,A035FXXU4CWI1,A035FODM4CWH3,A035FXXU4CWI1,upgrade
SM-A035F,INS,A035FXXU1BVH9,A035FODM1BVH9,A035FXXU1BVH4,upgrade
SM-A035F,INS,A035FXXU1AVD3,A035FODM1AVD3,A035FXXU1AVD3,upgrade
SM-A035F,INS,A035FXXS6CXA3,A035FODM6CXA1,A035FXXS6CXA3,upgrade
SM-A035F,INS,A035FXXU1AUL2,A035FODM1AUL1,A035FXXU1AUL2,upgrade
SM-A035F,INS,A035FXXU1AVF5,A035FODM1AVD3,A035FXXU1AVF5,upgrade
SM-A035F,INS,A035FXXS7CXF3,A035FODM7CXF1,A035FXXS7CXF3,upgrade
SM-A035F,INS,A035FXXU1AUL4,A035FODM1AUL4,A035FXXU1AUL4,upgrade
SM-A035F,INS,A035FXXS8CYA1,A035FODM8CYA1,A035FXXS8CYA1,upgrade
SM-A035F,INS,A035FXXU1AUL6,A035FODM1AUL5,A035FXXU1AUL6,upgrade
SM-A035F,XSG,A035FXXS9CYG1,A035FOJM9CYG1,A035FXXS9CYG1,latest
SM-A035F,XSG,A035FXXS3CWD1,A035FOJM3CWC2,A035FXXS3CWD1,upgrade
SM-A035F,XSG,A035FXXU1AVF5,A035FOJM1AVF3,A035FXXU1AVF5,upgrade
SM-A035F,XSG,A035FXXS3CWC2,A035FOJM3CWC2,A035FXXS3CWC2,upgrade
SM-A035F,XSG,A035FXXU2BVI8,A035FOJM2BVI8,A035FXXU2BVI8,upgrade
SM-A035F,XSG,A035FXXS5CWK1,A035FOJM5CWK1,A035FXXS5CWK1,upgrade
SM-A035F,XSG,A035FXXS8CYA3,A035FOJM8CYA3,A035FXXS8CYA3,upgrade
SM-A035F,XSG,A035FXXU1BVH9,A035FOJM1BVH9,A035FXXU1BVH4,upgrade
SM-A035F,XSG,A035FXXU1AVB1,A035FOJM1AVB1,A035FXXU1AVB1,upgrade
SM-A035F,XSG,A035FXXU1AVD3,A035FOJM1AVD2,A035FXXU1AVD3,upgrade
SM-A035F,XSG,A035FXXU4CWF3,A035FOJM4CWF3,A035FXXU4CWF3,upgrade
SM-A035F,XSG,A035FXXU1BVH4,A035FOJM1BVH4,A035FXXU1BVH4,upgrade
SM-A035F,XSG,A035FXXU2CVL4,A035FOJM2CVL4,A035FXXU2CVL4,upgrade
SM-A035F,XSG,A035FXXU2CWA8,A035FOJM2CWA8,A035FXXU2CWA8,upgrade
SM-A035F,XSG,A035FXXU3CWD2,A035FOJM3CWD2,A035FXXU3CWD2,upgrade
SM-A035F,XSG,A035FXXS8CYA1,A035FOJM8CYA1,A035FXXS8CYA1,upgrade
SM-A035F,XSG,A035FXXU2CWA5,A035FOJM2CWA6,A035FXXU2CWA5,upgrade
SM-A035F,XSG,A035FXXS7CXF3,A035FOJM7CXF3,A035FXXS7CXF3,upgrade
SM-A035F,XSG,A035FXXS6CXA3,A035FOJM6CXA3,A035FXXS6CXA3,upgrade
SM-A035F,XSG,A035FXXU1AUL6,A035FOJM1AUL5,A035FXXU1AUL6,upgrade
SM-A035F,XSG,A035FXXU1AVG8,A035FOJM1AVF3,A035FXXU1AVG8,upgrade
SM-A035F,XSG,A035FXXU1AUL2,A035FOJM1AUL1,A035FXXU1AUL2,upgrade
SM-A035F,XSG,A035FXXU4CWI1,A035FOJM4CWI1,A035FXXU4CWI1,upgrade
SM-A035F,XSG,A035FXXU1AUL4,A035FOJM1AUL4,A035FXXU1AUL4,upgrade
SM-A035F,XFA,A035FXXS9CYG1,A035FOJM9CYG1,A035FXXS9CYG1,latest
SM-A035F,XFA,A035FXXS3CWD1,A035FOJM3CWC2,A035FXXS3CWD1,upgrade
SM-A035F,XFA,A035FXXU1AVF5,A035FOJM1AVF3,A035FXXU1AVF5,upgrade
SM-A035F,XFA,A035FXXS3CWC2,A035FOJM3CWC2,A035FXXS3CWC2,upgrade
SM-A035F,XFA,A035FXXU2BVI8,A035FOJM2BVI8,A035FXXU2BVI8,upgrade
SM-A035F,XFA,A035FXXS5CWK1,A035FOJM5CWK1,A035FXXS5CWK1,upgrade
SM-A035F,XFA,A035FXXS8CYA3,A035FOJM8CYA3,A035FXXS8CYA3,upgrade
SM-A035F,XFA,A035FXXU1BVH9,A035FOJM1BVH9,A035FXXU1BVH4,upgrade
SM-A035F,XFA,A035FXXU1AVB1,A035FOJM1AVB1,A035FXXU1AVB1,upgrade
SM-A035F,XFA,A035FXXU1AVD3,A035FOJM1AVD2,A035FXXU1AVD3,upgrade
SM-A035F,XFA,A035FXXU4CWF3,A035FOJM4CWF3,A035FXXU4CWF3,upgrade
SM-A035F,XFA,A035FXXU2CVL4,A035FOJM2CVL4,A035FXXU2CVL4,upgrade
SM-A035F,XFA,A035FXXU2CWA8,A035FOJM2CWA8,A035FXXU2CWA8,upgrade
SM-A035F,XFA,A035FXXU3CWD2,A035FOJM3CWD2,A035FXXU3CWD2,upgrade
SM-A035F,XFA,A035FXXS8CYA1,A035FOJM8CYA1,A035FXXS8CYA1,upgrade
SM-A035F,XFA,A035FXXS7CXF3,A035FOJM7CXF3,A035FXXS7CXF3,upgrade
SM-A035F,XFA,A035FXXS6CXA3,A035FOJM6CXA3,A035FXXS6CXA3,upgrade
SM-A035F,XFA,A035FXXU1AUL6,A035FOJM1AUL5,A035FXXU1AUL6,upgrade
SM-A035F,XFA,A035FXXU1AVG8,A035FOJM1AVF3,A035FXXU1AVG8,upgrade
SM-A035F,XFA,A035FXXU4CWI1,A035FOJM4CWI1,A035FXXU4CWI1,upgrade
SM-A035F,EGY,A035FXXS9CYG1,A035FOJM9CYG1,A035FXXS9CYG1,latest
SM-A035F,EGY,A035FXXS3CWD1,A035FOJM3CWC2,A035FXXS3CWD1,upgrade
SM-A035F,EGY,A035FXXU1AVF5,A035FOJM1AVF3,A035FXXU1AVF5,upgrade
SM-A035F,EGY,A035FXXS3CWC2,A035FOJM3CWC2,A035FXXS3CWC2,upgrade
SM-A035F,EGY,A035FXXU2BVI8,A035FOJM2BVI8,A035FXXU2BVI8,upgrade
SM-A035F,EGY,A035FXXS5CWK1,A035FOJM5CWK1,A035FXXS5CWK1,upgrade
SM-A035F,EGY,A035FXXS8CYA3,A035FOJM8CYA3,A035FXXS8CYA3,upgrade
SM-A035F,EGY,A035FXXU1BVH9,A035FOJM1BVH9,A035FXXU1BVH4,upgrade
SM-A035F,EGY,A035FXXU1AVB1,A035FOJM1AVB1,A035FXXU1AVB1,upgrade
SM-A035F,EGY,A035FXXU1AVD3,A035FOJM1AVD2,A035FXXU1AVD3,upgrade
SM-A035F,EGY,A035FXXU4CWF3,A035FOJM4CWF3,A035FXXU4CWF3,upgrade
SM-A035F,EGY,A035FXXU2CWA8,A035FOJM2CWA8,A035FXXU2CWA8,upgrade
SM-A035F,EGY,A035FXXU3CWD2,A035FOJM3CWD2,A035FXXU3CWD2,upgrade
SM-A035F,EGY,A035FXXS8CYA1,A035FOJM8CYA1,A035FXXS8CYA1,upgrade
SM-A035F,EGY,A035FXXU2CWA5,A035FOJM2CWA6,A035FXXU2CWA5,upgrade
SM-A035F,EGY,A035FXXS7CXF3,A035FOJM7CXF3,A035FXXS7CXF3,upgrade
SM-A035F,EGY,A035FXXS6CXA3,A035FOJM6CXA3,A035FXXS6CXA3,upgrade
SM-A035F,EGY,A035FXXU1AUL6,A035FOJM1AUL5,A035FXXU1AUL6,upgrade
SM-A035F,EGY,A035FXXU1AVG8,A035FOJM1AVF3,A035FXXU1AVG8,upgrade
SM-A035F,EGY,A035FXXU1AUL2,A035FOJM1AUL1,A035FXXU1AUL2,upgrade
SM-A035F,EGY,A035FXXU4CWI1,A035FOJM4CWI1,A035FXXU4CWI1,upgrade
SM-A035F,ILO,A035FXXS9CYG1,A035FOJM9CYG1,A035FXXS9CYG1,latest
SM-A035F,ILO,A035FXXS3CWD1,A035FOJM3CWC2,A035FXXS3CWD1,upgrade
SM-A035F,ILO,A035FXXU1AVF5,A035FOJM1AVF3,A035FXXU1AVF5,upgrade
SM-A035F,ILO,A035FXXS3CWC2,A035FOJM3CWC2,A035FXXS3CWC2,upgrade
SM-A035F,ILO,A035FXXU2BVI8,A035FOJM2BVI8,A035FXXU2BVI8,upgrade
SM-A035F,ILO,A035FXXS5CWK1,A035FOJM5CWK1,A035FXXS5CWK1,upgrade
SM-A035F,ILO,A035FXXS8CYA3,A035FOJM8CYA3,A035FXXS8CYA3,upgrade
SM-A035F,ILO,A035FXXU1BVH9,A035FOJM1BVH9,A035FXXU1BVH4,upgrade
SM-A035F,ILO,A035FXXU1AVB1,A035FOJM1AVB1,A035FXXU1AVB1,upgrade
SM-A035F,ILO,A035FXXU1AVD3,A035FOJM1AVD2,A035FXXU1AVD3,upgrade
SM-A035F,ILO,A035FXXU4CWF3,A035FOJM4CWF3,A035FXXU4CWF3,upgrade
SM-A035F,ILO,A035FXXU1BVH4,A035FOJM1BVH4,A035FXXU1BVH4,upgrade
SM-A035F,ILO,A035FXXU2CWA8,A035FOJM2CWA8,A035FXXU2CWA8,upgrade
SM-A035F,ILO,A035FXXU3CWD2,A035FOJM3CWD2,A035FXXU3CWD2,upgrade
SM-A035F,ILO,A035FXXS8CYA1,A035FOJM8CYA1,A035FXXS8CYA1,upgrade
SM-A035F,ILO,A035FXXU2CWA5,A035FOJM2CWA6,A035FXXU2CWA5,upgrade
SM-A035F,ILO,A035FXXS7CXF3,A035FOJM7CXF3,A035FXXS7CXF3,upgrade
SM-A035F,ILO,A035FXXS6CXA3,A035FOJM6CXA3,A035FXXS6CXA3,upgrade
SM-A035F,ILO,A035FXXU1AUL6,A035FOJM1AUL5,A035FXXU1AUL6,upgrade
SM-A035F,ILO,A035FXXU1AVG8,A035FOJM1AVF3,A035FXXU1AVG8,upgrade
SM-A035F,ILO,A035FXXU1AUL2,A035FOJM1AUL1,A035FXXU1AUL2,upgrade
SM-A035F,ILO,A035FXXU4CWI1,A035FOJM4CWI1,A035FXXU4CWI1,upgrade
SM-A035F,MID,A035FXXS9CYG1,A035FOJM9CYG1,A035FXXS9CYG1,latest
SM-A035F,MID,A035FXXS3CWD1,A035FOJM3CWC2,A035FXXS3CWD1,upgrade
SM-A035F,MID,A035FXXU1AVF5,A035FOJM1AVF3,A035FXXU1AVF5,upgrade
SM-A035F,MID,A035FXXS3CWC2,A035FOJM3CWC2,A035FXXS3CWC2,upgrade
SM-A035F,MID,A035FXXU2BVI8,A035FOJM2BVI8,A035FXXU2BVI8,upgrade
SM-A035F,MID,A035FXXS5CWK1,A035FOJM5CWK1,A035FXXS5CWK1,upgrade
SM-A035F,MID,A035FXXS8CYA3,A035FOJM8CYA3,A035FXXS8CYA3,upgrade
SM-A035F,MID,A035FXXU1BVH9,A035FOJM1BVH9,A035FXXU1BVH4,upgrade
SM-A035F,MID,A035FXXU1AVB1,A035FOJM1AVB1,A035FXXU1AVB1,upgrade
SM-A035F,MID,A035FXXU1AVD3,A035FOJM1AVD2,A035FXXU1AVD3,upgrade
SM-A035F,MID,A035FXXU4CWF3,A035FOJM4CWF3,A035FXXU4CWF3,upgrade
SM-A035F,MID,A035FXXU2CVL4,A035FOJM2CVL4,A035FXXU2CVL4,upgrade
SM-A035F,MID,A035FXXU2CWA8,A035FOJM2CWA8,A035FXXU2CWA8,upgrade
SM-A035F,MID,A035FXXU3CWD2,A035FOJM3CWD2,A035FXXU3CWD2,upgrade
SM-A035F,MID,A035FXXS8CYA1,A035FOJM8CYA1,A035FXXS8CYA1,upgrade
SM-A035F,MID,A035FXXU2CWA5,A035FOJM2CWA6,A035FXXU2CWA5,upgrade
SM-A035F,MID,A035FXXS7CXF3,A035FOJM7CXF3,A035FXXS7CXF3,upgrade
SM-A035F,MID,A035FXXS6CXA3,A035FOJM6CXA3,A035FXXS6CXA3,upgrade
SM-A035F,MID,A035FXXU1AUL6,A035FOJM1AUL5,A035FXXU1AUL6,upgrade
SM-A035F,MID,A035FXXU1AVG8,A035FOJM1AVF3,A035FXXU1AVG8,upgrade
SM-A035F,MID,A035FXXU1AUL2,A035FOJM1AUL1,A035FXXU1AUL2,upgrade
SM-A035F,MID,A035FXXU4CWI1,A035FOJM4CWI1,A035FXXU4CWI1,upgrade
SM-A035F,THL,A035FXXS9CYG1,A035FOLM9CYG1,A035FXXS9CYG1,latest
SM-A035F,THL,A035FXXU2BVI2,A035FOLM2BVI2,A035FXXU2BVI2,upgrade
SM-A035F,THL,A035FXXS7CXF3,A035FOLM7CXF3,A035FXXS7CXF3,upgrade
SM-A035F,THL,A035FXXU2CVL4,A035FOLM2CVL4,A035FXXU2CVL4,upgrade
SM-A035F,THL,A035FXXU2CWA8,A035FOLM2CWA8,A035FXXU2CWA8,upgrade
SM-A035F,THL,A035FXXU3CWD2,A035FOLM3CWD2,A035FXXU3CWD2,upgrade
SM-A035F,THL,A035FXXU1AVG8,A035FOLM1AVG8,A035FXXU1AVG8,upgrade
SM-A035F,THL,A035FXXU1AVB1,A035FOLM1AVB1,A035FXXU1AVB1,upgrade
SM-A035F,THL,A035FXXU1BVH4,A035FOLM1BVH4,A035FXXU1BVH4,upgrade
SM-A035F,THL,A035FXXU2BVH6,A035FOLM2BVH6,A035FXXU2BVH6,upgrade
SM-A035F,THL,A035FXXU1AUL4,A035FOLM1AUL4,A035FXXU1AUL4,upgrade
SM-A035F,THL,A035FXXS8CYA1,A035FOLM8CYA1,A035FXXS8CYA1,upgrade
SM-A035F,THL,A035FXXU2CWA5,A035FOLM2CWA5,A035FXXU2CWA5,upgrade
SM-A035F,THL,A035FXXS6CXA3,A035FOLM6CXA3,A035FXXS6CXA3,upgrade
SM-A035F,THL,A035FXXU1AUL6,A035FOLM1AUL5,A035FXXU1AUL6,upgrade
SM-A035F,THL,A035FXXU1AVF5,A035FOLM1AVF5,A035FXXU1AVF5,upgrade
SM-A035F,THL,A035FXXU1AVD3,A035FOLM1AVD3,A035FXXU1AVD3,upgrade
SM-A035F,THL,A035FXXS8CYA3,A035FOLM8CYA3,A035FXXS8CYA3,upgrade
SM-A035F,THL,A035FXXS3CWC2,A035FOLM3CWC2,A035FXXS3CWC2,upgrade
SM-A035F,THL,A035FXXU4CWI1,A035FOLM4CWI1,A035FXXU4CWI1,upgrade
SM-A035F,THL,A035FXXS5CWK1,A035FOLM5CWK1,A035FXXS5CWK1,upgrade
SM-A035F,THL,A035FXXU4CWF3,A035FOLM4CWF3,A035FXXU4CWF3,upgrade
SM-A035F,THL,A035FXXU2BVI8,A035FOLM2BVI8,A035FXXU2BVI8,upgrade
SM-A035F,XME,A035FXXS9CYG1,A035FOLM9CYG1,A035FXXS9CYG1,latest
SM-A035F,XME,A035FXXU2BVI2,A035FOLM2BVI2,A035FXXU2BVI2,upgrade
SM-A035F,XME,A035FXXS7CXF3,A035FOLM7CXF3,A035FXXS7CXF3,upgrade
SM-A035F,XME,A035FXXU2CVL4,A035FOLM2CVL4,A035FXXU2CVL4,upgrade
SM-A035F,XME,A035FXXU2CWA8,A035FOLM2CWA8,A035FXXU2CWA8,upgrade
SM-A035F,XME,A035FXXU3CWD2,A035FOLM3CWD2,A035FXXU3CWD2,upgrade
SM-A035F,XME,A035FXXU1AVG8,A035FOLM1AVG8,A035FXXU1AVG8,upgrade
SM-A035F,XME,A035FXXU1AVB1,A035FOLM1AVB1,A035FXXU1AVB1,upgrade
SM-A035F,XME,A035FXXU1BVH4,A035FOLM1BVH4,A035FXXU1BVH4,upgrade
SM-A035F,XME,A035FXXU2BVH6,A035FOLM2BVH6,A035FXXU2BVH6,upgrade
SM-A035F,XME,A035FXXU1AUL4,A035FOLM1AUL4,A035FXXU1AUL4,upgrade
SM-A035F,XME,A035FXXS8CYA1,A035FOLM8CYA1,A035FXXS8CYA1,upgrade
SM-A035F,XME,A035FXXU2CWA5,A035FOLM2CWA5,A035FXXU2CWA5,upgrade
SM-A035F,XME,A035FXXS6CXA3,A035FOLM6CXA3,A035FXXS6CXA3,upgrade
SM-A035F,XME,A035FXXU1AUL6,A035FOLM1AUL5,A035FXXU1AUL6,upgrade
SM-A035F,XME,A035FXXU1AVF5,A035FOLM1AVF5,A035FXXU1AVF5,upgrade
SM-A035F,XME,A035FXXU1AVD3,A035FOLM1AVD3,A035FXXU1AVD3,upgrade
SM-A035F,XME,A035FXXS8CYA3,A035FOLM8CYA3,A035FXXS8CYA3,upgrade
SM-A035F,XME,A035FXXS3CWC2,A035FOLM3CWC2,A035FXXS3CWC2,upgrade
SM-A035F,XME,A035FXXU4CWI1,A035FOLM4CWI1,A035FXXU4CWI1,upgrade
SM-A035F,XME,A035FXXS5CWK1,A035FOLM5CWK1,A035FXXS5CWK1,upgrade
SM-A035F,XME,A035FXXU4CWF3,A035FOLM4CWF3,A035FXXU4CWF3,upgrade
SM-A035F,XME,A035FXXU2BVI8,A035FOLM2BVI8,A035FXXU2BVI8,upgrade
SM-A035F,SEK,A035FXXS9CYG1,A035FOXE9CYG1,A035FXXS9CYG1,latest
SM-A035F,SEK,A035FXXS8CYA3,A035FOXE8CYA3,A035FXXS8CYA3,upgrade
SM-A035F,SEK,A035FXXU1AVB1,A035FOXE1AVB1,A035FXXU1AVB1,upgrade
SM-A035F,SEK,A035FXXU2CWA8,A035FOXE2CWA8,A035FXXU2CWA8,upgrade
SM-A035F,SEK,A035FXXU3CWD2,A035FOXE3CWD2,A035FXXU3CWD2,upgrade
SM-A035F,SEK,A035FXXU1AVG8,A035FOXE1AVG8,A035FXXU1AVG8,upgrade
SM-A035F,SEK,A035FXXU1AVD3,A035FOXE1AVD3,A035FXXU1AVD3,upgrade
SM-A035F,SEK,A035FXXS5CWK1,A035FOXE5CWK1,A035FXXS5CWK1,upgrade
SM-A035F,SEK,A035FXXU2BVI8,A035FOXE2BVI8,A035FXXU2BVI8,upgrade
SM-A035F,SEK,A035FXXU4CWF3,A035FOXE4CWF3,A035FXXU4CWF3,upgrade
SM-A035F,SEK,A035FXXU1BVH4,A035FOXE1BVH4,A035FXXU1BVH4,upgrade
SM-A035F,SEK,A035FXXS3CWC2,A035FOXE3CWC2,A035FXXS3CWC2,upgrade
SM-A035F,SEK,A035FXXU2BVH6,A035FOXE2BVH6,A035FXXU2BVH6,upgrade
SM-A035F,SEK,A035FXXU4CWI1,A035FOXE4CWI1,A035FXXU4CWI1,upgrade
SM-A035F,SEK,A035FXXU2BVI2,A035FOXE2BVI2,A035FXXU2BVI2,upgrade
SM-A035F,SEK,A035FXXS7CXF3,A035FOXE7CXF3,A035FXXS7CXF3,upgrade
SM-A035F,SEK,A035FXXS8CYA1,A035FOXE8CYA1,A035FXXS8CYA1,upgrade
SM-A035F,SEK,A035FXXU2CWA5,A035FOXE2CWA5,A035FXXU2CWA5,upgrade
SM-A035F,SEK,A035FXXU1AUL4,A035FOXE1AUL4,A035FXXU1AUL4,upgrade
SM-A035F,SEK,A035FXXU1AUL6,A035FOXE1AUL6,A035FXXU1AUL6,upgrade
SM-A035F,SEK,A035FXXS6CXA3,A035FOXE6CXA3,A035FXXS6CXA3,upgrade
SM-A035F,SEK,A035FXXU1AVF5,A035FOXE1AVF5,A035FXXU1AVF5,upgrade
SM-A037F,INS,A037FXXS8CYE3,A037FODM8CYE3,A037FXXS8CYE1,latest
SM-A037F,INS,A037FXXS2CWA3,A037FODM2CVK7,A037FXXU2CVL1,upgrade
SM-A037F,INS,A037FXXU1AUJ2,A037FODM1AUJ2,A037FXXU1AUJ2,upgrade
SM-A037F,INS,A037FXXU2CVK7,A037FODM2CVK7,A037FXXU2CVL1,upgrade
SM-A037F,INS,A037FXXU1AVC1,A037FODM1AVC1,A037FXXU1AVC1,upgrade
SM-A037F,INS,A037FXXS3CWC7,A037FODM3CWC7,A037FXXS3CWC7,upgrade
SM-A037F,INS,A037FXXU2CWC3,A037FODM2CWC3,A037FXXU2CWB1,upgrade
SM-A037F,INS,A037FXXU1AUI7,A037FODM1AUI6,A037FXXU1AUJ1,upgrade
SM-A037F,INS,A037FXXU4CWI1,A037FODM4CWH1,A037FXXU4CWI1,upgrade
SM-A037F,INS,A037FXXS6CXE4,A037FODM6CXE4,A037FXXS6CXE2,upgrade
SM-A037F,INS,A037FXXU1AVA1,A037FODM1AVA1,A037FXXU1AVA1,upgrade
SM-A037F,INS,A037FXXU1AVB1,A037FODM1AVB1,A037FXXU1AVB1,upgrade
SM-A037F,INS,A037FXXU1BVFB,A037FODM1BVFB,A037FXXU1BVFB,upgrade
SM-A037F,INS,A037FXXU4CWG6,A037FODM4CWG6,A037FXXU4CWE1,upgrade
SM-A037F,INS,A037FXXS7CXK3,A037FODM7CXK3,A037FXXS7CXK1,upgrade
SM-A037F,INS,A037FXXU1AUH3,A037FODM1AUH3,A037FXXU1AUH3,upgrade
SM-A037F,INS,A037FXXS2BVI2,A037FODM2BVH5,A037FXXU2BVH5,upgrade
SM-A037F,INS,A037FXXS5CWK1,A037FODM5CWK1,A037FXXS5CWK1,upgrade
SM-A037F,INS,A037FXXU1AUH2,A037FODM1AUGC,A037FXXU1AUH2,upgrade
SM-A037F,INS,A037FXXU1AUI6,A037FODM1AUI6,A037FXXU1AUH3,upgrade
SM-A037F,INS,A037FXXS5CWL2,A037FODM5CWK1,A037FXXS5CWK1,upgrade
SM-A037F,INS,A037FXXU2BVH5,A037FODM2BVH5,A037FXXU2BVH5,upgrade
SM-A037F,INS,A037FXXU1AUGA,A037FODM1AUGC,A037FXXU1AUGA,upgrade
SM-A037F,XSG,A037FXXS8CYE2,A037FOJM8CYE2,A037FXXS8CYE1,latest
SM-A037F,XSG,A037FXXS6CXE3,A037FOJM6CXE3,A037FXXS6CXE2,upgrade
SM-A037F,XSG,A037FXXU2CVK7,A037FOJM2CVK7,A037FXXU2CVK7,upgrade
SM-A037F,XSG,A037FXXU4CWG6,A037FOJM4CWG6,A037FXXU4CWE1,upgrade
SM-A037F,XSG,A037FXXS3CWC7,A037FOJM3CWC7,A037FXXS3CWC7,upgrade
SM-A037F,XSG,A037FXXU2CWC3,A037FOJM2CWC3,A037FXXU2CWB1,upgrade
SM-A037F,XSG,A037FXXS2BVI2,A037FOJM2BVH5,A037FXXU2BVH5,upgrade
SM-A037F,XSG,A037FXXU1AUH3,A037FOJM1AUH3,A037FXXU1AUH3,upgrade
SM-A037F,XSG,A037FXXU1AUI7,A037FOJM1AUI7,A037FXXU1AUI7,upgrade
SM-A037F,XSG,A037FXXU1BVFB,A037FOJM1BVFB,A037FXXU1BVFB,upgrade
SM-A037F,XSG,A037FXXU4CWJ3,A037FOJM4CWJ3,A037FXXU4CWI1,upgrade
SM-A037F,XSG,A037FXXS5CWK3,A037FOJM5CWK3,A037FXXS5CWK1,upgrade
SM-A037F,XSG,A037FXXS7CXK2,A037FOJM7CXK2,A037FXXS7CXK1,upgrade
SM-A037F,XSG,A037FXXU1AVC1,A037FOJM1AVC1,A037FXXU1AVC1,upgrade
SM-A037F,XSG,A037FXXU1AUH2,A037FOJM1AUH1,A037FXXU1AUH2,upgrade
SM-A037F,XSG,A037FXXS2CWA3,A037FOJM2CVK7,A037FXXU2CVK7,upgrade
SM-A037F,XSG,A037FXXU1AVB1,A037FOJM1AVB2,A037FXXU1AVB1,upgrade
SM-A037F,XSG,A037FXXU1AUGA,A037FOJM1AUGA,A037FXXU1AUGA,upgrade
SM-A037F,XSG,A037FXXU2BVH5,A037FOJM2BVH5,A037FXXU2BVH5,upgrade
SM-A037F,XSG,A037FXXU1AVA1,A037FOJM1AVB1,A037FXXU1AVA1,upgrade
SM-A037F,XFA,A037FXXS8CYE1,A037FOJM8CYE1,A037FXXS8CYE1,latest
SM-A037F,XFA,A037FXXU2CVK7,A037FOJM2CVK7,A037FXXU2CVK7,upgrade
SM-A037F,XFA,A037FXXU4CWG6,A037FOJM4CWG6,A037FXXU4CWE1,upgrade
SM-A037F,XFA,A037FXXU4CWI1,A037FOJM4CWI1,A037FXXU4CWI1,upgrade
SM-A037F,XFA,A037FXXS3CWC7,A037FOJM3CWC7,A037FXXS3CWC7,upgrade
SM-A037F,XFA,A037FXXU2CWC3,A037FOJM2CWC3,A037FXXU2CWB1,upgrade
SM-A037F,XFA,A037FXXS2BVI2,A037FOJM2BVH5,A037FXXU2BVH5,upgrade
