bulletin_month,cve,tier,section,type,severity,component,references,updated_aosp_versions
2020-08,CVE-2020-3669,05,Qualcomm closed-source,N/A,High,Closed-source component,A-150848722 *,
2020-08,CVE-2020-3675,05,Qualcomm closed-source,N/A,High,Closed-source component,A-150696996 *,
2020-08,CVE-2020-11122,05,Qualcomm closed-source,N/A,High,Closed-source component,A-155653312 *,
2020-08,CVE-2020-11128,05,Qualcomm closed-source,N/A,High,Closed-source component,A-155654284 *,
2020-09,CVE-2020-0074,01,Framework,EoP,High,,A-146204120 [ 2 ],"8.0, 8.1, 9, 10"
2020-09,CVE-2020-0388,01,Framework,EoP,High,,A-156123285,10
2020-09,CVE-2020-0391,01,Framework,EoP,High,,A-158570769,"9, 10"
2020-09,CVE-2020-0401,01,Framework,EoP,High,,A-150857253,"8.0, 8.1, 9, 10"
2020-09,CVE-2020-0382,01,Framework,ID,High,,A-152944488 [ 2 ],10
2020-09,CVE-2020-0389,01,Framework,ID,High,,A-156959408,10
2020-09,CVE-2020-0390,01,Framework,ID,High,,A-157598026,10
2020-09,CVE-2020-0395,01,Framework,ID,High,,A-154124307 [ 2 ],"8.0, 8.1, 9, 10"
2020-09,CVE-2020-0397,01,Framework,ID,High,,A-155092443 [ 2 ],"8.0, 8.1, 9, 10"
2020-09,CVE-2020-0399,01,Framework,ID,High,,A-153993591 [ 2 ] [ 3 ],"8.0, 8.1, 9, 10"
2020-09,CVE-2020-0245,01,Media Framework,ID,High,,A-152496149,10
2020-09,CVE-2020-0392,01,Media Framework,EoP,High,,A-150226608,"9, 10"
2020-09,CVE-2020-0381,01,Media Framework,ID,High,,A-150159669,"8.0, 8.1, 9, 10"
2020-09,CVE-2020-0383,01,Media Framework,ID,High,,A-150160279,"8.0, 8.1, 9, 10"
2020-09,CVE-2020-0384,01,Media Framework,ID,High,,A-150159906,"8.0, 8.1, 9, 10"
2020-09,CVE-2020-0385,01,Media Framework,ID,High,,A-150160041,"8.0, 8.1, 9, 10"
2020-09,CVE-2020-0393,01,Media Framework,ID,High,,A-154123412,"9, 10"
2020-09,CVE-2020-0380,01,System,RCE,Critical,,A-146398979,"8.0, 8.1, 9, 10"
2020-09,CVE-2020-0396,01,System,ID,Critical,,A-155094269 [ 2 ] [ 3 ] [ 4 ] [ 5 ] [ 6 ] [ 7 ] [ 8 ] [ 9 ],"8.0, 8.1, 9, 10"
2020-09,CVE-2020-0386,01,System,EoP,High,,A-155650356,"8.0, 8.1, 9, 10"
2020-09,CVE-2020-0394,01,System,EoP,High,,A-155648639,"8.0, 8.1, 9, 10"
2020-09,CVE-2020-0379,01,System,ID,High,,A-150156492,"8.0, 8.1, 9, 10"
2020-09,CVE-2019-19769,05,Kernel,EoP,High,Storage subsystem,A-150693748 Upstream kernel [ 2 ],
2020-09,CVE-2020-0404,05,Kernel,EoP,High,USB driver,A-111893654 Upstream kernel,
2020-09,CVE-2020-0407,05,Kernel,ID,High,F2FS,A-153450752 *,
2020-09,CVE-2020-0123,05,MediaTek,,High,Sound driver of Android TV,A-149871374 DTV02098055 *,
2020-09,CVE-2020-0229,05,MediaTek,,High,mdla,A-156333725 ALPS05023182 *,
2020-09,CVE-2020-0278,05,MediaTek,,High,ATF,A-160812574 ALPS05132252 *,
2020-09,CVE-2020-0342,05,MediaTek,,High,ATF,A-160812576 ALPS05132765 *,
2020-09,CVE-2019-10527,05,Qualcomm,,High,Kernel,A-147102899 QC-CR#2421611 QC-CR#2421602 [ 2 ] QC-CR#2419153 *,
2020-09,CVE-2019-14117,05,Qualcomm,,High,Kernel,A-147104886 QC-CR#2525999,
2020-09,CVE-2020-3613,05,Qualcomm,,High,Kernel,A-148816706 QC-CR#2239987,
2020-09,CVE-2020-3656,05,Qualcomm,,High,Kernel,A-157905780 QC-CR#2580967,
2020-09,CVE-2020-11124,05,Qualcomm,,High,Kernel,A-157906588 QC-CR#2611487,
2020-09,CVE-2019-10628,05,Qualcomm closed-source,,Critical,Closed-source component,A-147102780 *,
2020-09,CVE-2019-10629,05,Qualcomm closed-source,,Critical,Closed-source component,A-147101658 *,
2020-09,CVE-2019-13994,05,Qualcomm closed-source,,Critical,Closed-source component,A-147104051 *,
2020-09,CVE-2020-3621,05,Qualcomm closed-source,,Critical,Closed-source component,A-148816726 *,
2020-09,CVE-2020-3634,05,Qualcomm closed-source,,Critical,Closed-source component,A-150695049 *,
2020-09,CVE-2019-10596,05,Qualcomm closed-source,,High,Closed-source component,A-147104369 *,
2020-09,CVE-2019-13992,05,Qualcomm closed-source,,High,Closed-source component,A-147102898 *,
2020-09,CVE-2019-13995,05,Qualcomm closed-source,,High,Closed-source component,A-147104253 *,
2020-09,CVE-2019-14074,05,Qualcomm closed-source,,High,Closed-source component,A-145546792 *,
2020-09,CVE-2020-3617,05,Qualcomm closed-source,,High,Closed-source component,A-150697774 *,
2020-09,CVE-2020-3620,05,Qualcomm closed-source,,High,Closed-source component,A-148817068 *,
2020-09,CVE-2020-3622,05,Qualcomm closed-source,,High,Closed-source component,A-148817285 *,
2020-09,CVE-2020-3629,05,Qualcomm closed-source,,High,Closed-source component,A-148816991 *,
2020-09,CVE-2020-3671,05,Qualcomm closed-source,,High,Closed-source component,A-148529608 *,
2020-09,CVE-2020-11129,05,Qualcomm closed-source,,High,Closed-source component,A-157905420 *,
2020-09,CVE-2020-11133,05,Qualcomm closed-source,,High,Closed-source component,A-157905987 *,
2020-09,CVE-2020-11135,05,Qualcomm closed-source,,High,Closed-source component,A-157906313 *,
2020-10,CVE-2020-0408,01,Android runtime,EoP,High,,A-156999009,"8.0, 8.1, 9, 10, 11"
2020-10,CVE-2020-0420,01,Framework,EoP,High,,A-162383705,11
2020-10,CVE-2020-0421,01,Framework,EoP,High,,A-161894517,"8.0, 8.1, 9, 10, 11"
2020-10,CVE-2020-0246,01,Framework,ID,High,,A-159062405,"10, 11"
2020-10,CVE-2020-0412,01,Framework,ID,High,,A-160390416,"8.0, 8.1, 9, 10, 11"
2020-10,CVE-2020-0419,01,Framework,ID,High,,A-142125338,"8.1, 9, 10, 11"
2020-10,CVE-2020-0213,01,Media Framework,ID,High,,A-143464314,"10, 11"
2020-10,CVE-2020-0411,01,Media Framework,ID,High,,A-142641801,"10, 11"
2020-10,CVE-2020-0414,01,Media Framework,ID,High,,A-157708122,"10, 11"
2020-10,CVE-2019-2194,01,Media Framework,EoP,Moderate,,A-137284057,9
2020-10,CVE-2020-0215,01,System,EoP,High,,A-140417248 [ 2 ],"8.0, 8.1, 9, 10, 11"
2020-10,CVE-2020-0416,01,System,EoP,High,,A-155288585 [ 2 ],"8.0, 8.1, 9, 10, 11"
2020-10,CVE-2020-0377,01,System,ID,High,,A-158833854,"8.0, 8.1, 9, 10, 11"
2020-10,CVE-2020-0378,01,System,ID,High,,A-157748906,"9, 10, 11"
2020-10,CVE-2020-0398,01,System,ID,High,,A-154323381,"10, 11"
2020-10,CVE-2020-0400,01,System,ID,High,,A-153356561,"10, 11"
2020-10,CVE-2020-0410,01,System,ID,High,,A-156021269,"8.0, 8.1, 9, 10, 11"
2020-10,CVE-2020-0413,01,System,ID,High,,A-158778659,"8.0, 8.1, 9, 10, 11"
2020-10,CVE-2020-0415,01,System,ID,High,,A-156020795,"8.0, 8.1, 9, 10, 11"
2020-10,CVE-2020-0422,01,System,ID,High,,A-161718556,"8.0, 8.1, 9, 10, 11"
2020-10,CVE-2020-0423,05,Kernel,EoP,High,Binder,A-161151868 *,
2020-10,CVE-2020-0283,05,MediaTek,,High,KeyInstall,A-163008257 M-ALPS05229282 *,
2020-10,CVE-2020-0339,05,MediaTek,,High,Widevine,A-162980705 M-ALPS05194445 *,
2020-10,CVE-2020-0367,05,MediaTek,,High,Widevine,A-162980455 M-ALPS05194445 *,
2020-10,CVE-2020-0371,05,MediaTek,,High,KeyInstall,A-163008256 M-ALPS05229226 *,
2020-10,CVE-2020-0376,05,MediaTek,,High,ISP,A-163003156 M-ALPS05194415 *,
2020-10,CVE-2020-11125,05,Qualcomm,,High,Kernel,A-160605820 QC-CR#2617422 QC-CR#2673763,
2020-10,CVE-2020-11162,05,Qualcomm,,High,Kernel,A-160605604 QC-CR#2677376,
2020-10,CVE-2020-11173,05,Qualcomm,,High,Kernel,A-160605709 QC-CR#2646001,
2020-10,CVE-2020-11174,05,Qualcomm,,High,Kernel,A-160605900 QC-CR#2636449,
2020-10,CVE-2020-3654,05,Qualcomm closed-source,,Critical,Closed-source component,A-153346045 *,
2020-10,CVE-2020-3657,05,Qualcomm closed-source,,Critical,Closed-source component,A-153344684 *,
2020-10,CVE-2020-3673,05,Qualcomm closed-source,,Critical,Closed-source component,A-153345154 *,
2020-10,CVE-2020-3692,05,Qualcomm closed-source,,Critical,Closed-source component,A-153345116 *,
2020-10,CVE-2020-11154,05,Qualcomm closed-source,,Critical,Closed-source component,A-160605708 *,
2020-10,CVE-2020-11155,05,Qualcomm closed-source,,Critical,Closed-source component,A-160605404 *,
2020-10,CVE-2020-3638,05,Qualcomm closed-source,,High,Closed-source component,A-153346253 *,
2020-10,CVE-2020-3670,05,Qualcomm closed-source,,High,Closed-source component,A-153345118 *,
2020-10,CVE-2020-3678,05,Qualcomm closed-source,,High,Closed-source component,A-153345398 *,
2020-10,CVE-2020-3684,05,Qualcomm closed-source,,High,Closed-source component,A-153346047 *,
2020-10,CVE-2020-3690,05,Qualcomm closed-source,,High,Closed-source component,A-153344723 *,
2020-10,CVE-2020-3703,05,Qualcomm closed-source,,High,Closed-source component,A-160605749 *,
2020-10,CVE-2020-3704,05,Qualcomm closed-source,,High,Closed-source component,A-160605508 *,
2020-10,CVE-2020-11141,05,Qualcomm closed-source,,High,Closed-source component,A-160606016 *,
2020-10,CVE-2020-11156,05,Qualcomm closed-source,,High,Closed-source component,A-160605294 *,
2020-10,CVE-2020-11157,05,Qualcomm closed-source,,High,Closed-source component,A-160605864 *,
2020-10,CVE-2020-11164,05,Qualcomm closed-source,,High,Closed-source component,A-160605595 *,
2020-10,CVE-2020-11169,05,Qualcomm closed-source,,High,Closed-source component,A-160605405 *,
2020-11,CVE-2020-0409,01,Android runtime,EoP,High,,A-156997193,"8.0, 8.1, 9, 10"
2020-11,CVE-2020-0441,01,Framework,DoS,Critical,,A-158304295,"8.0, 8.1, 9, 10, 11"
2020-11,CVE-2020-0442,01,Framework,DoS,Critical,,A-147358092,"8.0, 8.1, 9, 10, 11"
2020-11,CVE-2020-0418,01,Framework,EoP,High,,A-153879813,10
2020-11,CVE-2020-0439,01,Framework,EoP,High,,A-140256621 [ 2 ],"8.0, 8.1, 9, 10, 11"
2020-11,CVE-2020-0454,01,Framework,ID,High,,A-161370134 [ 2 ],9
2020-11,CVE-2020-0443,01,Framework,DoS,High,,A-152410253,"8.0, 8.1, 9, 10, 11"
2020-11,CVE-2020-0451,01,Media Framework,ID,High,,A-158762825,"10, 11"
2020-11,CVE-2020-0452,01,Media Framework,RCE,High,,A-159625731,"8.0, 8.1, 9, 10, 11"
2020-11,CVE-2020-0438,01,Media Framework,EoP,High,,A-161812320,11
2020-11,CVE-2020-0449,01,System,RCE,Critical,,A-162497143,"8.0, 8.1, 9, 10, 11"
2020-11,CVE-2020-12856,01,System,EoP,High,,A-157038281 [ 2 ] [ 3 ] [ 4 ],"8.0, 8.1, 9, 10, 11"
2020-11,CVE-2020-0424,01,System,ID,High,,A-161362564,"9, 10, 11"
2020-11,CVE-2020-0448,01,System,ID,High,,A-153995334,"8.0, 8.1, 9, 10, 11"
2020-11,CVE-2020-0450,01,System,ID,High,,A-157650336,"8.0, 8.1, 9, 10, 11"
2020-11,CVE-2020-0453,01,System,ID,High,,A-159060474,"8.0, 8.1, 9"
2020-11,CVE-2020-0437,01,System,DoS,High,,A-162741784,"8.0, 8.1, 9, 10, 11"
2020-11,CVE-2020-0445,05,MediaTek,,High,video encoder,A-168264527 M-ALPS05253566 *,
2020-11,CVE-2020-0446,05,MediaTek,,High,video decoder,A-168264528 M-ALPS05257259 * M-ALPS05316810 *,
2020-11,CVE-2020-0447,05,MediaTek,,High,ptp3,A-168251617 M-ALPS05287879 *,
2020-11,CVE-2020-3639,05,Qualcomm closed-source,,Critical,Closed-source component,A-155653490 *,
2020-11,CVE-2020-3632,05,Qualcomm closed-source,,High,Closed-source component,A-155652696 *,
2020-11,CVE-2020-11123,05,Qualcomm closed-source,,High,Closed-source component,A-155652382 *,
2020-11,CVE-2020-11127,05,Qualcomm closed-source,,High,Closed-source component,A-155653795 *,
2020-11,CVE-2020-11168,05,Qualcomm closed-source,,High,Closed-source component,A-162756122 *,
2020-11,CVE-2020-11175,05,Qualcomm closed-source,,High,Closed-source component,A-162756020 *,
2020-11,CVE-2020-11184,05,Qualcomm closed-source,,High,Closed-source component,A-162756352 *,
2020-11,CVE-2020-11193,05,Qualcomm closed-source,,High,Closed-source component,A-162756585 *,
2020-11,CVE-2020-11196,05,Qualcomm closed-source,,High,Closed-source component,A-162756960 *,
2020-11,CVE-2020-11205,05,Qualcomm closed-source,,High,Closed-source component,A-162757240 *,
2020-12,CVE-2020-0099,01,Framework,EoP,High,,A-141745510,"8.0, 8.1, 9, 10"
2020-12,CVE-2020-0294,01,Framework,EoP,High,,A-154915372,"8.0, 8.1, 9, 10"
2020-12,CVE-2020-0440,01,Framework,EoP,High,,A-162627132 [ 2 ],11
2020-12,CVE-2020-0459,01,Framework,ID,High,,A-159373687 [ 2 ] [ 3 ] [ 4 ] [ 5 ],"8.0, 8.1, 9, 10"
2020-12,CVE-2020-0464,01,Framework,ID,High,,A-150371903 [ 2 ],10
2020-12,CVE-2020-0467,01,Framework,ID,High,,A-168500792,"8.1, 9, 10, 11"
2020-12,CVE-2020-0468,01,Framework,ID,High,,A-158484422,"10, 11"
2020-12,CVE-2020-0469,01,Framework,DoS,High,,A-168692734,11
2020-12,CVE-2020-0458,01,Media Framework,RCE,Critical,,A-160265164 [ 2 ],"8.0, 8.1, 9, 10"
2020-12,CVE-2020-0470,01,Media Framework,ID,High,,A-166268541,"10, 11"
2020-12,CVE-2020-0460,01,System,ID,High,,A-163413737,11
2020-12,CVE-2020-0463,01,System,ID,High,,A-169342531,"8.0, 8.1, 9, 10, 11"
2020-12,CVE-2020-15802,01,System,ID,High,,A-158854097,"8.0, 8.1, 9, 10, 11"
2020-12,CVE-2020-0444,05,Kernel,EoP,High,Kernel Audit System,A-150693166 Upstream kernel,
2020-12,CVE-2020-0465,05,Kernel,EoP,High,Kernel,A-162844689 Upstream kernel [ 2 ],
2020-12,CVE-2020-0466,05,Kernel,EoP,High,I/O Subsystem,A-147802478 Upstream kernel [ 2 ],
2020-12,CVE-2020-0016,05,Broadcom,,High,Broadcom middleware,A-171413483 *,
2020-12,CVE-2020-0019,05,Broadcom,,High,Broadcom middleware,A-171413798 *,
2020-12,CVE-2020-0455,05,MediaTek,,High,vcu,A-170372514 M-ALPS05324771 *,
2020-12,CVE-2020-0456,05,MediaTek,,High,vcu,A-170378843 M-ALPS05304125 *,
2020-12,CVE-2020-0457,05,MediaTek,,High,vcu,A-170367562 M-ALPS05304170 *,
2020-12,CVE-2020-11225,05,Qualcomm,,Critical,WLAN,A-168050601 QC-CR#2724407,
2020-12,CVE-2020-11146,05,Qualcomm,,High,Kernel,A-157906412 QC-CR#2648596,
2020-12,CVE-2020-11167,05,Qualcomm,,High,Bluetooth,A-168049959 QC-CR#2434229 [ 2 ],
2020-12,CVE-2020-11185,05,Qualcomm,,High,WLAN,A-168050580 QC-CR#2658462,
2020-12,CVE-2020-11217,05,Qualcomm,,High,Audio,A-168051734 QC-CR#2710036,
2020-12,CVE-2020-3685,05,Qualcomm closed-source,,Critical,Closed-source component,A-157905813 *,
2020-12,CVE-2020-3686,05,Qualcomm closed-source,,Critical,Closed-source component,A-157906329 *,
2020-12,CVE-2020-3691,05,Qualcomm closed-source,,Critical,Closed-source component,A-157906171 *,
2020-12,CVE-2020-11136,05,Qualcomm closed-source,,Critical,Closed-source component,A-157905860 *,
2020-12,CVE-2020-11137,05,Qualcomm closed-source,,Critical,Closed-source component,A-157905869 *,
2020-12,CVE-2020-11138,05,Qualcomm closed-source,,Critical,Closed-source component,A-157905657 *,
2020-12,CVE-2020-11140,05,Qualcomm closed-source,,Critical,Closed-source component,A-157906530 *,
2020-12,CVE-2020-11143,05,Qualcomm closed-source,,Critical,Closed-source component,A-157905814 *,
2020-12,CVE-2020-11119,05,Qualcomm closed-source,,High,Closed-source component,A-168051735 *,
2020-12,CVE-2020-11139,05,Qualcomm closed-source,,High,Closed-source component,A-157905659 *,
2020-12,CVE-2020-11144,05,Qualcomm closed-source,,High,Closed-source component,A-157906670 *,
2020-12,CVE-2020-11145,05,Qualcomm closed-source,,High,Closed-source component,A-157905870 *,
2020-12,CVE-2020-11179,05,Qualcomm closed-source,,High,Closed-source component,A-163548240 *,
2020-12,CVE-2020-11197,05,Qualcomm closed-source,,High,Closed-source component,A-168050278 *,
2020-12,CVE-2020-11200,05,Qualcomm closed-source,,High,Closed-source component,A-168049958 *,
2020-12,CVE-2020-11212,05,Qualcomm closed-source,,High,Closed-source component,A-168050603 *,
2020-12,CVE-2020-11213,05,Qualcomm closed-source,,High,Closed-source component,A-168050861 *,
2020-12,CVE-2020-11214,05,Qualcomm closed-source,,High,Closed-source component,A-168049138 *,
2020-12,CVE-2020-11215,05,Qualcomm closed-source,,High,Closed-source component,A-168049960 *,
2020-12,CVE-2020-11216,05,Qualcomm closed-source,,High,Closed-source component,A-168050579 *,
2021-01,CVE-2021-0313,01,Framework,DoS,Critical,,A-170968514,"8.0, 8.1, 9, 10, 11"
2021-01,CVE-2021-0303,01,Framework,EoP,High,,A-170407229,11
2021-01,CVE-2021-0306,01,Framework,EoP,High,,A-154505240 [ 2 ],"8.0, 8.1, 9, 10, 11"
2021-01,CVE-2021-0307,01,Framework,EoP,High,,A-155648771 [ 2 ],"10, 11"
2021-01,CVE-2021-0310,01,Framework,EoP,High,,A-170212632,11
2021-01,CVE-2021-0315,01,Framework,EoP,High,,A-169763814,"8.0, 8.1, 9, 10, 11"
2021-01,CVE-2021-0317,01,Framework,EoP,High,,A-168319670,"8.0, 8.1, 9, 10, 11"
2021-01,CVE-2021-0318,01,Framework,EoP,High,,A-168211968,"8.1, 9, 10, 11"
2021-01,CVE-2021-0319,01,Framework,EoP,High,,A-167244818,"8.0, 8.1, 9, 10, 11"
2021-01,CVE-2021-0304,01,Framework,ID,High,,A-162738636,"8.0, 8.1, 9, 10"
2021-01,CVE-2021-0309,01,Framework,ID,High,,A-158480899,"8.0, 8.1, 9, 10, 11"
2021-01,CVE-2021-0321,01,Framework,ID,High,,A-166667403,11
2021-01,CVE-2021-0322,01,Framework,ID,High,,A-159145361 [ 2 ],"9, 10, 11"
2021-01,CVE-2019-9376,01,Framework,DoS,High,,A-129287265,"8.0, 8.1, 9"
2021-01,CVE-2020-15999,01,Framework,RCE,Moderate,,A-171232105,"8.0, 8.1, 9, 10, 11"
2021-01,CVE-2016-6328,01,Media Framework,RCE,High,,A-162602132,"8.0, 8.1, 9, 10, 11"
2021-01,CVE-2021-0311,01,Media Framework,ID,High,,A-170240631,"8.0, 8.1, 9, 10, 11"
2021-01,CVE-2021-0312,01,Media Framework,ID,High,,A-170583712,"8.0, 8.1, 9, 10, 11"
2021-01,CVE-2021-0316,01,System,RCE,Critical,,A-168802990,"8.0, 8.1, 9, 10, 11"
2021-01,CVE-2020-0471,01,System,EoP,High,,A-169327567,"8.0, 8.1, 9, 10, 11"
2021-01,CVE-2021-0308,01,System,EoP,High,,A-158063095,"8.0, 8.1, 9, 10, 11"
2021-01,CVE-2021-0320,01,System,ID,High,,A-169933423,"10, 11"
2021-01,CVE-2020-10732,05,Kernel,ID,High,ELF core dumps,A-170658976 Upstream kernel,
2021-01,CVE-2020-10766,05,Kernel,ID,High,Speculative execution,A-169505740 Upstream kernel,
2021-01,CVE-2020-10767,05,Kernel,ID,High,Linux kernel,A-156766097 Upstream kernel,
2021-01,CVE-2021-0301,05,MediaTek,,High,ged,A-172514667 M-ALPS05342361 *,
2021-01,CVE-2020-11233,05,Qualcomm,,High,Kernel,A-170138863 QC-CR#2257789,
2021-01,CVE-2020-11239,05,Qualcomm,,High,Display,A-168722551 QC-CR#2744826,
2021-01,CVE-2020-11240,05,Qualcomm,,High,Camera,A-170138526 QC-CR#2702760 [ 2 ] [ 3 ],
2021-01,CVE-2020-11250,05,Qualcomm,,High,Audio,A-170139097 QC-CR#2734543,
2021-01,CVE-2020-11261,05,Qualcomm,,High,Display,A-161373974 QC-CR#2742124,
2021-01,CVE-2020-11262,05,Qualcomm,,High,Display,A-170138789 QC-CR#2742711,
2021-01,CVE-2020-11134,05,Qualcomm closed-source,,Critical,Closed-source component,A-170138862 *,
2021-01,CVE-2020-11182,05,Qualcomm closed-source,,Critical,Closed-source component,A-168722721 *,
2021-01,CVE-2020-11126,05,Qualcomm closed-source,,High,Closed-source component,A-170139227 *,
2021-01,CVE-2020-11159,05,Qualcomm closed-source,,High,Closed-source component,A-170138666 *,
2021-01,CVE-2020-11181,05,Qualcomm closed-source,,High,Closed-source component,A-168051034 *,
2021-01,CVE-2020-11235,05,Qualcomm closed-source,,High,Closed-source component,A-170138866 *,
2021-01,CVE-2020-11238,05,Qualcomm closed-source,,High,Closed-source component,A-170139099 *,
2021-01,CVE-2020-11241,05,Qualcomm closed-source,,High,Closed-source component,A-170139229 *,
2021-01,CVE-2020-11260,05,Qualcomm closed-source,,High,Closed-source component,A-168918332 *,
2021-02,CVE-2021-0341,01,Android runtime,ID,High,,A-171980069 [ 2 ],"8.1, 9, 10, 11"
2021-02,CVE-2021-0302,01,Framework,EoP,High,,A-155287782,"8.1, 9, 10"
2021-02,CVE-2021-0305,01,Framework,EoP,High,,A-154015447 [ 2 ] [ 3 ],"8.1, 9, 10"
2021-02,CVE-2021-0314,01,Framework,EoP,High,,A-171221302,"8.1, 9, 10, 11"
2021-02,CVE-2021-0327,01,Framework,EoP,High,,A-172935267,"8.1, 9, 10, 11"
2021-02,CVE-2021-0330,01,Framework,EoP,High,,A-170732441,"9, 10, 11"
2021-02,CVE-2021-0334,01,Framework,EoP,High,,A-163358811,"8.1, 9, 10, 11"
2021-02,CVE-2021-0337,01,Framework,EoP,High,,A-157474195,"8.1, 9, 10, 11"
2021-02,CVE-2021-0339,01,Framework,EoP,High,,A-145728687 [ 2 ] [ 3 ] [ 4 ] [ 5 ],"8.1, 9, 10"
2021-02,CVE-2021-0340,01,Framework,EoP,High,,A-134155286,10
2021-02,CVE-2021-0338,01,Framework,DoS,High,,A-156260178,"10, 11"
2021-02,CVE-2021-0325,01,Media Framework,RCE,High,,A-174238784,"10, 11"
2021-02,CVE-2021-0332,01,Media Framework,EoP,High,,A-169256435,"10, 11"
2021-02,CVE-2021-0335,01,Media Framework,ID,High,,A-160346309,11
2021-02,CVE-2021-0326,01,System,RCE,Critical,,A-172937525,"8.1, 9, 10, 11"
2021-02,CVE-2021-0328,01,System,EoP,High,,A-172670415,"8.1, 9, 10, 11"
2021-02,CVE-2021-0329,01,System,EoP,High,,A-171400004,"8.1, 9, 10, 11"
2021-02,CVE-2021-0331,01,System,EoP,High,,A-170731783,"8.1, 9, 10, 11"
2021-02,CVE-2021-0333,01,System,EoP,High,,A-168504491,"8.1, 9, 10, 11"
2021-02,CVE-2021-0336,01,System,EoP,High,,A-158219161,"8.1, 9, 10, 11"
2021-02,CVE-2017-18509,05,Kernel,EoP,High,IPv6 multicast,A-172999675 Upstream kernel,
2021-02,CVE-2020-11272,05,Qualcomm,,Critical,WLAN,A-172348733 QC-CR#2598841 QC-CR#2771345,
2021-02,CVE-2020-11271,05,Qualcomm,,High,Audio,A-172348954 QC-CR#2555096,
2021-02,CVE-2020-11277,05,Qualcomm,,High,Camera,A-172349048 QC-CR#2731406 *,
2021-02,CVE-2020-11282,05,Qualcomm,,High,Display,A-161374239 QC-CR#2748408,
2021-02,CVE-2020-11286,05,Qualcomm,,High,Kernel,A-172348990 QC-CR#2755788,
2021-02,CVE-2020-11297,05,Qualcomm,,High,WLAN,A-172349044 QC-CR#2588832,
2021-02,CVE-2020-11163,05,Qualcomm closed-source,,Critical,Closed-source component,A-162751928 *,
2021-02,CVE-2020-11170,05,Qualcomm closed-source,,Critical,Closed-source component,A-162753079 *,
